Aménageur;Opérateur;Enseigne;Id station;Nom Station;Adresse;Code INSEE;Nombre Points de charge;ID Points de charge;Puissance délivrée;Type de prise;Condition d'accès;Accessibilité;Observations;Date de Mise à Jour;Source;Coordonnees;Code Officiel Région;Code Officiel Département;Code EPCI;Nom de l'EPCI;Commune;Nom de la région;Nom du département
Communauté d'Agglomération Douaisis Agglo;BOUYGUES ENERGIES ET SERVICES;pass pass électrique;FR*H04*P59569*001;SIN-LE-NOBLE - Centre aquatique Sourceane;Centre aquatique Sourceane 59450 SIN-LE-NOBLE;59569;2;FR*H04*E59569*001*2;22.0;EF - T2;payant;24h/24 7j/7;Recharge par badge et avec une application smartphone;2020-04-03;https://www.data.gouv.fr/fr/datasets/infrastructures-de-recharge-pour-vehicules-electriques-pass-pass-electrique/#resource-4e9608c9-442a-4b39-8ed3-3eb92491a9bb;50.349442, 3.10115;32;59;200044618;CA Douaisis Agglo;Sin-le-Noble;HAUTS DE FRANCE;NORD
Siège Groupe Lempereur;DRIVECO;Siège Groupe Lempereur;FR*SSD*PLEMPEREURSIEGE59187*1;Siège Groupe Lempereur;Zone Luc rue Barack Obama 59187 Dechy;59170;4;FR*SSD*E10549*P2;22.08;T2;Gratuit;24/24 7/7 jours;;2021-03-03;https://www.data.gouv.fr/fr/datasets/liste-des-bornes-de-recharge-ouvertes-au-public/#resource-5f59d7ca-1b75-4974-bde5-fd9a3b42177d;50.343582, 3.118608;32;59;200044618;CA Douaisis Agglo;Dechy;HAUTS DE FRANCE;NORD
USEDA;CITEOS-FRESHMILE;DIRVE 02;FR*S02*E0272242A;0042 - Place Saint christophe;Place Saint christophe 02200 SOISSONS;02722;2;FR*S02*E0272242A1;22.0;E/F-T2;payant;accessible 24h/24 - 7j/7;recharge normale et accélérée accessible par application smartphone/internet et badge - informations site web useda.fr -facturation en fonction de la puissance et du temps de charge;2020-09-03;https://www.data.gouv.fr/fr/datasets/useda-dirve02/#resource-23e00253-d144-447a-ae1c-92b2b774ab07;49.3821, 3.321506;32;02;240200477;CA GrandSoissons Agglomération;Soissons;HAUTS DE FRANCE;AISNE
USEDA;CITEOS-FRESHMILE;DIRVE 02;FR*S02*P0269114;0014 - Rue de Paris;Rue de Paris sur le parking du stade gaston Massot 02100 SAINT QUENTIN;02691;2;FR*S02*E0269114A;22.0;EF-T2;payant;accessible 24h/24 - 7j/7;recharge normale et accélérée accessible par application smartphone/internet et badge - informations site web useda.fr -facturation en fonction de la puissance et du temps de charge- installation en cours;2017-01-20;https://www.data.gouv.fr/fr/datasets/useda-dirve02/#resource-cd04822a-97ac-4291-9c50-6207764ea73b;49.50845626, 3.155721737;32;02;200071892;CA du Saint-Quentinois;Saint-Quentin;HAUTS DE FRANCE;AISNE
USEDA;CITEOS-FRESHMILE;DIRVE 02;FR*S02*E0272289A;0089 - Boulevard Gambetta;Boulevard Gambetta (parking) 02200 SOISSONS;02722;2;FR*S02*E0272289A2;22.0;E/F-T2;payant;accessible 24h/24 - 7j/7;recharge normale et accélérée accessible par application smartphone/internet et badge - informations site web useda.fr -facturation en fonction de la puissance et du temps de charge;2020-09-03;https://www.data.gouv.fr/fr/datasets/useda-dirve02/#resource-23e00253-d144-447a-ae1c-92b2b774ab07;49.377708, 3.330959;32;02;240200477;CA GrandSoissons Agglomération;Soissons;HAUTS DE FRANCE;AISNE
USEDA;CITEOS-FRESHMILE;DIRVE 02;FR*S02*P0222220A;0020 - Rue de l'Eglise;Rue de l'église 02800 COURBES;02222;2;FR*S02*E0222220A;22.0;EF-T2;payant;accessible 24h/24 - 7j/7;recharge normale et accélérée accessible par application smartphone/internet et badge - informations site web useda.fr -facturation en fonction de la puissance et du temps de charge;2017-01-20;https://www.data.gouv.fr/fr/datasets/useda-dirve02/#resource-cd04822a-97ac-4291-9c50-6207764ea73b;49.68481474, 3.452373439;32;02;200071785;CA Chauny-Tergnier-La Fère;Courbes;HAUTS DE FRANCE;AISNE
USEDA;CITEOS-FRESHMILE;DIRVE 02;FR*S02*E0223871A;0071 - Parking Mairie rue Briquet;Rue Malézieux Briquet-D26- parking de la mairie 02870 CREPY;02238;2;FR*S02*E0223871A1;22.0;E/F-T2;payant;accessible 24h/24 - 7j/7;recharge normale et accélérée accessible par application smartphone/internet et badge - informations site web useda.fr -facturation en fonction de la puissance et du temps de charge;2020-09-03;https://www.data.gouv.fr/fr/datasets/useda-dirve02/#resource-23e00253-d144-447a-ae1c-92b2b774ab07;49.604009, 3.515397;32;02;200043495;CA du Pays de Laon;Crépy;HAUTS DE FRANCE;AISNE
USEDA;CITEOS-FRESHMILE;DIRVE 02;FR*S02*E0230465A;0065 - UTAS de La FERE;Esplanade de l'Europe. rue du général de GAULLE  02800 LA FERE;02304;2;FR*S02*E0230465A1;22.0;E/F-T2;payant;accessible 24h/24 - 7j/7;recharge normale et accélérée accessible par application smartphone/internet et badge - informations site web useda.fr -facturation en fonction de la puissance et du temps de charge;2020-09-03;https://www.data.gouv.fr/fr/datasets/useda-dirve02/#resource-23e00253-d144-447a-ae1c-92b2b774ab07;49.661971, 3.368606;32;02;200071785;CA Chauny-Tergnier-La Fère;La Fère;HAUTS DE FRANCE;AISNE
USEDA;CITEOS-FRESHMILE;DIRVE 02;FR*S02*E0236167A;0067 - UTAS de GUISE;Rue Jean Moulin 02120 GUISE;02361;2;FR*S02*E0236167A2;22.0;E/F-T2;payant;accessible 24h/24 - 7j/7;recharge normale et accélérée accessible par application smartphone/internet et badge - informations site web useda.fr -facturation en fonction de la puissance et du temps de charge;2020-09-03;https://www.data.gouv.fr/fr/datasets/useda-dirve02/#resource-23e00253-d144-447a-ae1c-92b2b774ab07;49.899109, 3.630579;32;02;200071983;CC Thiérache Sambre et Oise;Guise;HAUTS DE FRANCE;AISNE
Ville d'Hazebrouck;BOUYGUES ENERGIES ET SERVICES;pass pass électrique;FR*H08*P59295*008;HAZEBROUCK - Rue François Dominique Depoorter;Rue François Dominique Depoorter 59190 HAZEBROUCK;59295;2;FR*H08*E59295*008*2;22.0;EF - T2;payant;24h/24 7j/7;Recharge par badge et avec une application smartphone;2020-04-03;https://www.data.gouv.fr/fr/datasets/infrastructures-de-recharge-pour-vehicules-electriques-pass-pass-electrique/#resource-4e9608c9-442a-4b39-8ed3-3eb92491a9bb;50.720173, 2.534213;32;59;200040947;CC de Flandre Intérieure;Hazebrouck;HAUTS DE FRANCE;NORD
USEDA;CITEOS-FRESHMILE;DIRVE 02;FR*S02*E0205797A;0097- place charles de Gaulle;Place Charles de Gaulle 02110 BEAUREVOIR;02057;2;FR*S02*E0205797A1;22.0;E/F-T2;payant;accessible 24h/24 - 7j/7;recharge normale et accélérée accessible par application smartphone/internet et badge - informations site web useda.fr -facturation en fonction de la puissance et du temps de charge;2020-09-03;https://www.data.gouv.fr/fr/datasets/useda-dirve02/#resource-23e00253-d144-447a-ae1c-92b2b774ab07;49.99713, 3.308143;32;02;240200493;CC du Pays du Vermandois;Beaurevoir;HAUTS DE FRANCE;AISNE
USEDA;CITEOS-FRESHMILE;DIRVE 02;FR*S02*E0282077A;0077 - Zac les Terrages;ZAC les Terrages 02300 VIRY NOUREUIL;02820;2;FR*S02*E0282077A2;22.0;E/F-T2;payant;accessible 24h/24 - 7j/7;recharge normale et accélérée accessible par application smartphone/internet et badge - informations site web useda.fr -facturation en fonction de la puissance et du temps de charge;2020-09-03;https://www.data.gouv.fr/fr/datasets/useda-dirve02/#resource-23e00253-d144-447a-ae1c-92b2b774ab07;49.639324, 3.253093;32;02;200071785;CA Chauny-Tergnier-La Fère;Viry-Noureuil;HAUTS DE FRANCE;AISNE
USEDA;CITEOS-FRESHMILE;DIRVE 02;FR*S02*E02810112A;0112 - Parking Place 8 mai 1945;Parking place du 8 mai 1945 02600 VILLERS COTTERETS;02810;2;FR*S02*E02810112A2;22.0;E/F-T2;payant;accessible 24h/24 - 7j/7;recharge normale et accélérée accessible par application smartphone/internet et badge - informations site web useda.fr -facturation en fonction de la puissance et du temps de charge;2020-09-03;https://www.data.gouv.fr/fr/datasets/useda-dirve02/#resource-23e00253-d144-447a-ae1c-92b2b774ab07;49.241432, 3.081714;32;02;200071991;CC Retz-en-Valois;Villers-Cotterêts;HAUTS DE FRANCE;AISNE
USEDA;CITEOS-FRESHMILE;DIRVE 02;FR*S02*E0229848A;0048 - Parking du port fluvial;rue de l'Eclaireur de Nice 02510 ETREUX;02298;2;FR*S02*E0229848A2;22.0;E/F-T2;payant;accessible 24h/24 - 7j/7;recharge normale et accélérée accessible par application smartphone/internet et badge - informations site web useda.fr -facturation en fonction de la puissance et du temps de charge;2020-09-03;https://www.data.gouv.fr/fr/datasets/useda-dirve02/#resource-23e00253-d144-447a-ae1c-92b2b774ab07;49.99141, 3.655216;32;02;200071983;CC Thiérache Sambre et Oise;Étreux;HAUTS DE FRANCE;AISNE
USEDA;CITEOS-FRESHMILE;DIRVE 02;FR*S02*E0269115A;0015 - Avenue Archimède;Espace créatis avenue Archimède 02100 SAINT QUENTIN;02691;2;FR*S02*E0269115A1;22.0;E/F-T2;payant;accessible 24h/24 - 7j/7;recharge normale et accélérée accessible par application smartphone/internet et badge - informations site web useda.fr -facturation en fonction de la puissance et du temps de charge;2020-09-03;https://www.data.gouv.fr/fr/datasets/useda-dirve02/#resource-23e00253-d144-447a-ae1c-92b2b774ab07;49.856056, 3.263795;32;02;200071892;CA du Saint-Quentinois;Saint-Quentin;HAUTS DE FRANCE;AISNE
USEDA;CITEOS-FRESHMILE;DIRVE 02;FR*S02*P026914;0004 - GARE2;Place André BAUDEZ 02100 SAINT QUENTIN;02691;2;FR*S02*E026914A;22.0;EF-T2;payant;accessible 24h/24 - 7j/7;recharge normale et accélérée accessible par application smartphone/internet et badge - informations site web useda.fr -facturation en fonction de la puissance et du temps de charge;2017-01-20;https://www.data.gouv.fr/fr/datasets/useda-dirve02/#resource-cd04822a-97ac-4291-9c50-6207764ea73b;49.84068335, 3.298473844;32;02;200071892;CA du Saint-Quentinois;Saint-Quentin;HAUTS DE FRANCE;AISNE
USEDA;CITEOS-FRESHMILE;DIRVE 02;FR*S02*E02722100A;0100 - Impasse Le Corbusier;Impasse de Corbusier 02200 SOISSONS;02722;2;FR*S02*E02722100A2;22.0;E/F-T2;payant;accessible 24h/24 - 7j/7;recharge normale et accélérée accessible par application smartphone/internet et badge - informations site web useda.fr -facturation en fonction de la puissance et du temps de charge;2020-09-03;https://www.data.gouv.fr/fr/datasets/useda-dirve02/#resource-23e00253-d144-447a-ae1c-92b2b774ab07;49.365518, 3.31535;32;02;240200477;CA GrandSoissons Agglomération;Soissons;HAUTS DE FRANCE;AISNE
USEDA;CITEOS-FRESHMILE;DIRVE 02;FR*S02*E02722133A;0133 -rue de proviseux;Rue de Proviseux 02190 GUIGNICOURT;02360;2;FR*S02*E02722133A2;22.0;E/F-T2;payant;accessible 24h/24 - 7j/7;recharge normale et accélérée accessible par application smartphone/internet et badge - informations site web useda.fr -facturation en fonction de la puissance et du temps de charge;2020-09-03;https://www.data.gouv.fr/fr/datasets/useda-dirve02/#resource-23e00253-d144-447a-ae1c-92b2b774ab07;49.433589, 3.970726;32;02;240200576;CC de la Champagne Picarde;Villeneuve-sur-Aisne;HAUTS DE FRANCE;AISNE
USEDA;CITEOS-FRESHMILE;DIRVE 02;FR*S02*E0236121A;0021 - place lesur;Place Lesur 02120 GUISE;02361;2;FR*S02*E0236121A1;22.0;E/F-T2;payant;accessible 24h/24 - 7j/7;recharge normale et accélérée accessible par application smartphone/internet et badge - informations site web useda.fr -facturation en fonction de la puissance et du temps de charge;2020-09-03;https://www.data.gouv.fr/fr/datasets/useda-dirve02/#resource-23e00253-d144-447a-ae1c-92b2b774ab07;49.898701, 3.628538;32;02;200071983;CC Thiérache Sambre et Oise;Guise;HAUTS DE FRANCE;AISNE
USEDA;CITEOS-FRESHMILE;DIRVE 02;FR*S02*E0240876A;0076 - Piscine;"Piscine ""Le Dôme"" avenue Charles de Gaulle  02000 LAON";02408;2;FR*S02*E0240876A2;22.0;E/F-T2;payant;accessible 24h/24 - 7j/7;recharge normale et accélérée accessible par application smartphone/internet et badge - informations site web useda.fr -facturation en fonction de la puissance et du temps de charge;2020-09-03;https://www.data.gouv.fr/fr/datasets/useda-dirve02/#resource-23e00253-d144-447a-ae1c-92b2b774ab07;49.567432, 3.651722;32;02;200043495;CA du Pays de Laon;Laon;HAUTS DE FRANCE;AISNE
Ville d'Hazebrouck;BOUYGUES ENERGIES ET SERVICES;pass pass électrique;FR*H08*P59295*010;HAZEBROUCK - Rue Warein;Rue Warein 59190 HAZEBROUCK;59295;2;FR*H08*E59295*010*1;22.0;EF - T2;payant;24h/24 7j/7;Recharge par badge et avec une application smartphone;2020-04-03;https://www.data.gouv.fr/fr/datasets/infrastructures-de-recharge-pour-vehicules-electriques-pass-pass-electrique/#resource-4e9608c9-442a-4b39-8ed3-3eb92491a9bb;50.724579, 2.53162;32;59;200040947;CC de Flandre Intérieure;Hazebrouck;HAUTS DE FRANCE;NORD
Volkswagen Beaurains SLBA;DRIVECO;Volkswagen Beaurains SLBA;FR*G48*PSAIPVOLKSWAGEN62217*1;Volkswagen Beaurains SLBA;3 rue des Coquelicots 62217 Beaurains;62099;3;FR*G48*E10605*P1;22.08;EF, T2;Gratuit;24/24 7/7 jours;;2021-03-03;https://www.data.gouv.fr/fr/datasets/liste-des-bornes-de-recharge-ouvertes-au-public/#resource-5f59d7ca-1b75-4974-bde5-fd9a3b42177d;50.266452, 2.797323;32;62;200033579;CU d'Arras;Beaurains;HAUTS DE FRANCE;PAS DE CALAIS
Volvo Roncq;DRIVECO;Volvo Roncq;FR*G46*PDUGARDINVOLVO59223*1;Volvo Roncq;Rue du Dronckaert 59223 Roncq;59508;10;FR*G46*E10445*P1;22.08;EF, T2;Gratuit;24/24 7/7 jours;;2021-03-03;https://www.data.gouv.fr/fr/datasets/liste-des-bornes-de-recharge-ouvertes-au-public/#resource-5f59d7ca-1b75-4974-bde5-fd9a3b42177d;50.74581, 3.136828;32;59;200093201;Métropole Européenne de Lille;Roncq;HAUTS DE FRANCE;NORD
LM - Siege Lezennes;DRIVECO;LM - Siege Lezennes;FR*E56*PLMLEZENNES59260*1;LM - Siege Lezennes;Rue Chanzy 59260 Lezennes;59346;32;FR*E56*E10123*P1;22.08;EF, T2;Gratuit;24/24 7/7 jours;;2021-03-03;https://www.data.gouv.fr/fr/datasets/liste-des-bornes-de-recharge-ouvertes-au-public/#resource-5f59d7ca-1b75-4974-bde5-fd9a3b42177d;50.611698, 3.12165;32;59;200093201;Métropole Européenne de Lille;Lezennes;HAUTS DE FRANCE;NORD
LM - Siege Lezennes;DRIVECO;LM - Siege Lezennes;FR*E56*PLMLEZENNES59260*1;LM - Siege Lezennes;Rue Chanzy 59260 Lezennes;59346;32;FR*E56*E10135*P1;11.04;EF, T2;Gratuit;24/24 7/7 jours;;2021-03-03;https://www.data.gouv.fr/fr/datasets/liste-des-bornes-de-recharge-ouvertes-au-public/#resource-5f59d7ca-1b75-4974-bde5-fd9a3b42177d;50.611698, 3.12165;32;59;200093201;Métropole Européenne de Lille;Lezennes;HAUTS DE FRANCE;NORD
IMT Douai - Lille Villeneuve;DRIVECO;IMT Douai - Lille Villeneuve;FR*E45*PIMTDOUAI59650*1;IMT Douai - Lille Villeneuve;20 Rue Guglielmo Marconi 59650 Villeneuve-d'Ascq;59009;4;FR*E45*E10226*P2;22.08;T2;Gratuit;24/24 7/7 jours;;2021-03-03;https://www.data.gouv.fr/fr/datasets/liste-des-bornes-de-recharge-ouvertes-au-public/#resource-5f59d7ca-1b75-4974-bde5-fd9a3b42177d;50.6115, 3.13458;32;59;200093201;Métropole Européenne de Lille;Villeneuve-d'Ascq;HAUTS DE FRANCE;NORD
Mouv'Oise;Freshmile;Freshmile;FR*S60*PWENDSW;Le Plessis-Belleville, Georges Bataille;6 Avenue Georges Bataille 60330 Le Plessis-Belleville;60500;2;FR*S60*EFWGP*1;22.0;T2 - E/F;Payant;24h/24 7j/7;;2018-12-07;https://www.data.gouv.fr/fr/datasets/mouvoise/#resource-ba460b68-e779-4e9b-8295-24dc88981abe;49.0953, 2.75395;32;60;246000871;CC du Pays de Valois;Le Plessis-Belleville;HAUTS DE FRANCE;OISE
Mouv'Oise;Freshmile;Freshmile;FR*S60*PCPPCVJ;Nogent-sur-Oise, Mairie;68B rue du Général de Gaulle 60180 Nogent-sur-Oise;60463;2;FR*S60*EGMUC*2;22.0;T2 - E/F;Payant;24h/24 7j/7;;2018-11-06;https://www.data.gouv.fr/fr/datasets/mouvoise/#resource-ba460b68-e779-4e9b-8295-24dc88981abe;49.275, 2.46748;32;60;200068047;CA Creil Sud Oise;Nogent-sur-Oise;HAUTS DE FRANCE;OISE
Métropole Européenne de Lille;Izivia;Pass pass electrique;FR*SOD*S*NPDC*256*1*_*_;Hantay - église;Rue Mirabeau, Hantay;59281;2;FR*SOD*S*NPDC*256*1*_*_2;;E/F-T2;payant;24/24 7/7 jours;"Type charge indiquée selon décret de 2017
Type de charge : normale";2019-02-27;https://www.data.gouv.fr/fr/datasets/localisation-des-points-de-recharge-pour-vehicules-electriques/#resource-a05390b1-0e05-463f-9b73-45cab31f2d44;50.533064, 2.866815;32;59;200093201;Métropole Européenne de Lille;Hantay;HAUTS DE FRANCE;NORD
Métropole Européenne de Lille;BOUYGUES ENERGIES ET SERVICES;pass pass électrique;FR*M59*P59044*001;BAISIEUX - Rue de la Mairie;Rue de la Mairie 59780 BAISIEUX;59044;2;FR*M59*E59044*001*2;18.0;EF - T2;payant;24h/24 7j/7;Recharge par badge et avec une application smartphone;2020-04-03;https://www.data.gouv.fr/fr/datasets/infrastructures-de-recharge-pour-vehicules-electriques-pass-pass-electrique/#resource-4e9608c9-442a-4b39-8ed3-3eb92491a9bb;50.615108, 3.240012;32;59;200093201;Métropole Européenne de Lille;Baisieux;HAUTS DE FRANCE;NORD
Métropole Européenne de Lille;BOUYGUES ENERGIES ET SERVICES;pass pass électrique;FR*M59*P59609*001;VENDEVILLE - Rue de Seclin;Rue de Seclin 59175 VENDEVILLE;59609;2;FR*M59*E59609*001*2;18.0;EF - T2;payant;24h/24 7j/7;Recharge par badge et avec une application smartphone;2020-04-03;https://www.data.gouv.fr/fr/datasets/infrastructures-de-recharge-pour-vehicules-electriques-pass-pass-electrique/#resource-4e9608c9-442a-4b39-8ed3-3eb92491a9bb;50.576416, 3.080624;32;59;200093201;Métropole Européenne de Lille;Vendeville;HAUTS DE FRANCE;NORD
Métropole Européenne de Lille;Izivia;Pass pass electrique;FR*SOD*S*NPDC*233*1*_*_;Englos - Rue Paul Procureur;Rue Paul Procureur, Englos;59195;2;FR*SOD*S*NPDC*233*1*_*_2;;E/F-T2;payant;24/24 7/7 jours;"Type charge indiquée selon décret de 2017
Type de charge : normale";2019-02-27;https://www.data.gouv.fr/fr/datasets/localisation-des-points-de-recharge-pour-vehicules-electriques/#resource-a05390b1-0e05-463f-9b73-45cab31f2d44;50.628143, 2.956267;32;59;200093201;Métropole Européenne de Lille;Englos;HAUTS DE FRANCE;NORD
Métropole Européenne de Lille;BOUYGUES ENERGIES ET SERVICES;pass pass électrique;FR*M59*P59350*001;LOMME - Rue du grand but;Rue du grand but 59160 LOMME;59350;12;FR*M59*E59350*001*2;22.0;EF - T2;payant;24h/24 7j/7;Recharge par badge et avec une application smartphone;2020-04-03;https://www.data.gouv.fr/fr/datasets/infrastructures-de-recharge-pour-vehicules-electriques-pass-pass-electrique/#resource-4e9608c9-442a-4b39-8ed3-3eb92491a9bb;50.652771, 2.974986;32;59;200093201;Métropole Européenne de Lille;Lille;HAUTS DE FRANCE;NORD
Métropole Européenne de Lille;BOUYGUES ENERGIES ET SERVICES;pass pass électrique;FR*M59*P59458*001;PÉRONNE-EN-MÉLANTOIS - Parking de l'Ecole;Parking de l'Ecole 59273 PÉRONNE-EN-MÉLANTOIS;59458;2;FR*M59*E59458*001*1;18.0;EF - T2;payant;24h/24 7j/7;Recharge par badge et avec une application smartphone;2020-04-03;https://www.data.gouv.fr/fr/datasets/infrastructures-de-recharge-pour-vehicules-electriques-pass-pass-electrique/#resource-4e9608c9-442a-4b39-8ed3-3eb92491a9bb;50.566525, 3.166502;32;59;200093201;Métropole Européenne de Lille;Péronne-en-Mélantois;HAUTS DE FRANCE;NORD
Métropole Européenne de Lille;BOUYGUES ENERGIES ET SERVICES;pass pass électrique;FR*M59*P59208*001;ESCOBECQUES - Route d'Ennetières;Route d'Ennetières 59320 ESCOBECQUES;59208;2;FR*M59*E59208*001*1;18.0;EF - T2;payant;24h/24 7j/7;Recharge par badge et avec une application smartphone;2020-04-03;https://www.data.gouv.fr/fr/datasets/infrastructures-de-recharge-pour-vehicules-electriques-pass-pass-electrique/#resource-4e9608c9-442a-4b39-8ed3-3eb92491a9bb;50.622204, 2.931303;32;59;200093201;Métropole Européenne de Lille;Escobecques;HAUTS DE FRANCE;NORD
Métropole Européenne de Lille;BOUYGUES ENERGIES ET SERVICES;pass pass électrique;FR*M59*P59598*001;TOUFFLERS - Rue des Ecoles;Rue des Ecoles 59390 TOUFFLERS;59598;2;FR*M59*E59598*001*2;18.0;EF - T2;payant;24h/24 7j/7;Recharge par badge et avec une application smartphone;2020-04-03;https://www.data.gouv.fr/fr/datasets/infrastructures-de-recharge-pour-vehicules-electriques-pass-pass-electrique/#resource-4e9608c9-442a-4b39-8ed3-3eb92491a9bb;50.6604, 3.228508;32;59;200093201;Métropole Européenne de Lille;Toufflers;HAUTS DE FRANCE;NORD
Métropole Européenne de Lille;Izivia;Pass pass electrique;FR*SOD*S*NPDC*300*1*_*_;Erquinghem Lys - Parking de la Mairie;Parking de la Mairie, Erquinghem Lys;59202;2;FR*SOD*S*NPDC*300*1*_*_1;;E/F-T2;payant;24/24 7/7 jours;"Type charge indiquée selon décret de 2017
Type de charge : normale";2019-02-27;https://www.data.gouv.fr/fr/datasets/localisation-des-points-de-recharge-pour-vehicules-electriques/#resource-a05390b1-0e05-463f-9b73-45cab31f2d44;50.677936, 2.845534;32;59;200093201;Métropole Européenne de Lille;Erquinghem-Lys;HAUTS DE FRANCE;NORD
BMW Béthune;DRIVECO;BMW Béthune;FR*G56*PLEMPEREURBMW62400*1;BMW Béthune;Technoparc Futura 62400 Verquigneul;62847;4;FR*G56*E10632*P1;22.08;EF, T2;Gratuit;24/24 7/7 jours;;2021-03-03;https://www.data.gouv.fr/fr/datasets/liste-des-bornes-de-recharge-ouvertes-au-public/#resource-5f59d7ca-1b75-4974-bde5-fd9a3b42177d;50.512507, 2.659517;32;62;200072460;CA de Béthune-Bruay,Artois-Lys Romane;Verquigneul;HAUTS DE FRANCE;PAS DE CALAIS
Communauté d'Agglomération Maubeuge Val de Sambre;BOUYGUES ENERGIES ET SERVICES;pass pass électrique;FR*H02*P59230*001;FERRIÈRE-LA-GRANDE - Rue Roger Salengro;Rue Roger Salengro 59680 FERRIÈRE-LA-GRANDE;59230;2;FR*H02*E59230*001*1;22.0;EF - T2;payant;24h/24 7j/7;Recharge par badge et avec une application smartphone;2020-04-03;https://www.data.gouv.fr/fr/datasets/infrastructures-de-recharge-pour-vehicules-electriques-pass-pass-electrique/#resource-4e9608c9-442a-4b39-8ed3-3eb92491a9bb;50.25375, 3.994372;32;59;200043396;CA Maubeuge Val de Sambre;Ferrière-la-Grande;HAUTS DE FRANCE;NORD
Communauté d'Agglomération Maubeuge Val de Sambre;BOUYGUES ENERGIES ET SERVICES;pass pass électrique;FR*H02*P59041*001;BACHANT - Rue Alphonse Polvent;Rue Alphonse Polvent 59138 BACHANT;59041;2;FR*H02*E59041*001*1;22.0;EF - T2;payant;24h/24 7j/7;Recharge par badge et avec une application smartphone;2020-04-03;https://www.data.gouv.fr/fr/datasets/infrastructures-de-recharge-pour-vehicules-electriques-pass-pass-electrique/#resource-4e9608c9-442a-4b39-8ed3-3eb92491a9bb;50.214138, 3.865511;32;59;200043396;CA Maubeuge Val de Sambre;Bachant;HAUTS DE FRANCE;NORD
Communauté d'Agglomération Maubeuge Val de Sambre;BOUYGUES ENERGIES ET SERVICES;pass pass électrique;FR*H02*P59104*001;BOUSSOIS - Rue du Ponceau;Rue du Ponceau 59168 BOUSSOIS;59104;2;FR*H02*E59104*001*2;22.0;EF - T2;payant;24h/24 7j/7;Recharge par badge et avec une application smartphone;2020-04-03;https://www.data.gouv.fr/fr/datasets/infrastructures-de-recharge-pour-vehicules-electriques-pass-pass-electrique/#resource-4e9608c9-442a-4b39-8ed3-3eb92491a9bb;50.290192, 4.03865;32;59;200043396;CA Maubeuge Val de Sambre;Boussois;HAUTS DE FRANCE;NORD
